,source,author,title,description,url,urlToImage,publishedAt,content
279,"{'id': 'vice-news', 'name': 'Vice News'}","Chris Moody, Michael Learmonth",Most Brown and Black Americans Are Exposing Themselves to Coronavirus for a Paycheck,"Among the American workforce, just 16.2 percent of Hispanic workers and 19.7 percent of black Americans are able to work from home, while about 30 percent of whites and 37 percent of Asian-Americans can.",https://www.vice.com/en_us/article/xgqpyq/most-brown-and-black-americans-are-exposing-themselves-to-coronavirus-for-a-paycheck,"https://video-images.vice.com/test-uploads/articles/5e78f3e1ddf2590097142e42/lede/1584985194832-GettyImages-1213541614.jpeg?crop=1xw:0.8449xh;0xw,0.036xh&resize=1200:*",2020-03-23T17:51:56Z,"Each day, Bettie Douglas, a food service worker at a McDonalds restaurant in St. Louis, Missouri, makes an agonizing choice: Go in to work and risk exposure to COVID-19, or lose out on a paycheck she needs to support her family. 
 At 62, Douglas is at high r… [+5000 chars]"
280,"{'id': None, 'name': 'Autoblog.comhttps'}",Reuters,South Korea assists auto industry struggling with coronavirus fallout,"Filed under: Earnings/Financials, Government/Legal, Plants/Manufacturing, Hyundai, Kia, coronavirus Continue reading South Korea assists auto industry struggling with coronavirus fallout South Korea assists auto industry struggling with coronavirus fallout or…",https://www.autoblog.comhttps://www.autoblog.com/2020/03/23/south-korea-auto-industry-support-coronavirus/,https://o.aolcdn.com/images/dims3/GLOB/crop/5469x3076+0+571/resize/800x450!/format/jpg/quality/85/https://media-mbst-pub-ue1.s3.amazonaws.com/creatr-images/2020-03/41c535e0-6d0c-11ea-adf3-18be221fb60d,2020-03-23T14:27:00Z,"SEOUL   South Korea said on Monday it would provide logistical and financial support to help its auto industry through the coronavirus crisis, warning of disruptions to supply chains from Europe and the United States.
The government said it would speed up cu… [+1905 chars]"
281,"{'id': 'spiegel-online', 'name': 'Spiegel Online'}",DER SPIEGEL,German Cabinet Agrees to 750 Billion Euros in Emergency Aid Measures,The German cabinet on Monday agreed to an unprecedented aid package to prop up the country's economy as the coronavirus pandemic takes hold. Parliament is set to approve the package later this week.,https://www.spiegel.de/international/germany/german-cabinet-agrees-to-750-billion-euros-in-emergency-aid-measures-a-9905ff76-c22d-4a9e-a3d4-c44633daf94e,https://cdn.prod.www.spiegel.de/images/1ab2cfbc-5914-4f39-8dc3-987c788ce9de_w1280_r1.77_fpx54.95_fpy50.jpg,2020-03-23T15:07:30Z,
282,"{'id': None, 'name': 'Marketwatch.com'}",Callum Keown,Need to Know: Morgan Stanley says U.S. growth will contract by 30% next quarter but here’s why we won’t see a Great Depression repeat,"Coronavirus cases keep rising, countries around the world are strengthening measures designed to keep people indoors — slowing the economy in the process—- and the U.S. is struggling to pass its $1 trillion-plus economic aid bill.",https://www.marketwatch.com/story/morgan-stanley-says-us-growth-will-contract-by-30-next-quarter-but-heres-why-we-wont-see-a-great-depression-repeat-2020-03-23,http://s.marketwatch.com/public/resources/MWimages/MW-IC807_LasVeg_ZG_20200323073057.jpg,2020-03-23T10:38:55Z,"It looks set to be another tough week for investors.
Coronavirus cases keep rising, countries around the world are strengthening measures designed to keep people indoors slowing the economy in the process- and the U.S. is struggling to pass its $1 trillion-p… [+3665 chars]"
283,"{'id': None, 'name': 'Marketwatch.com'}",Greg Robb,The Fed: Fed’s Bullard: Don’t take the economy’s temperature until July 1,"St. Louis Fed President James Bullard recommends everyone should stop taking the economy’s temperature, saying we’re entering a pandemic adjustment period where business cycle analysis doesn’t make sense.",https://www.marketwatch.com/story/feds-bullard-dont-take-the-economys-temperature-until-july-1-2020-03-23,http://s.marketwatch.com/public/resources/MWimages/MW-HM952_Bullar_ZG_20190709152334.jpg,2020-03-23T19:03:20Z,"When markets fall, American workers naturally leave their 401(k) statements unopened.
St. Louis Fed President James Bullard suggests something similar for reports on the health of the U.S. economy. Rather than focus on how large the contraction in growth is … [+1307 chars]"
284,"{'id': None, 'name': 'Marketwatch.com'}",Greg Robb,"The Fed: Fed, saying aggressive action is needed, starts unlimited QE",The Federal Reserve on Monday announced it would buy bonds ‘as needed’ to support market functioning and set out $300 billion in new lending programs to help all corners of the financial market.,https://www.marketwatch.com/story/fed-saying-aggressive-action-is-needed-starts-unlimited-qe-2020-03-23,http://s.marketwatch.com/public/resources/MWimages/MW-GZ063_powell_ZG_20181126123641.jpg,2020-03-23T11:32:25Z,"Saying aggressive action was needed to soften the blow to the economy from the coronavirus pandemic, the Federal Reserve on Monday announced it would purchase an unlimited amount of Treasurys and mortgage-backed securities in order to support the financial ma… [+2496 chars]"
285,"{'id': None, 'name': 'Yahoo.com'}",By Yereth Rosen,"Alaska faces triple hit from coronavirus due to reliance on oil, fishing, tourism","The U.S. state of Alaska is so far distant from the worst medical ravages of the coronavirus pandemic, but its economy is in critical condition.  Alaska is e...",https://news.yahoo.com/alaska-faces-triple-hit-coronavirus-100457886.html,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png,2020-03-23T10:04:57Z,"By Yereth Rosen
ANCHORAGE, Alaska (Reuters) - The U.S. state of Alaska is so far distant from the worst medical ravages of the coronavirus pandemic, but its economy is in critical condition.
Alaska is especially vulnerable because it depends on oil, tourism… [+3357 chars]"
286,"{'id': None, 'name': 'Yahoo.com'}",By Jonathan Spicer,ANALYSIS-Turkey's economy seemed safer from virus than most. Then outbreak hit home,"Only a few weeks ago, Turkey seemed a better bet than many other emerging markets to withstand a global economic slowdown over the coronavirus.  Its economy ...",https://news.yahoo.com/analysis-turkeys-economy-seemed-safer-111154310.html,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png,2020-03-23T11:11:54Z,"* Depleted reserves, hot domestic demand drove last recovery
* Fallout from surge in infections a direct hit to both
* Ankara could ramp up initial $15-bln support package
By Jonathan Spicer
ISTANBUL, March 23 (Reuters) - Only a few weeks ago, Turkey seem… [+5066 chars]"
287,"{'id': None, 'name': 'Yahoo.com'}",Justin Baragona,Kudlow: We’ll Have to Make ‘Difficult Tradeoffs’ on Coronavirus and Economy,"The day after President Donald Trump blasted off an all-caps tweet hinting that he’d soon pivot away from social distancing to combat the coronavirus pandemic in order to jumpstart the economy, his chief economic adviser said “the president is right” and we m…",https://news.yahoo.com/kudlow-ll-difficult-tradeoffs-coronavirus-174821713.html,https://s.yimg.com/ny/api/res/1.2/_iQ18_h8WNuD4HnD.yCj_g--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD03MTkuMzk1OTAwNzU1MTI0MQ--/https://s.yimg.com/uu/api/res/1.2/z42_2igrjCOPyROlsFG3jA--~B/aD01MjE7dz05Mjc7c209MTthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en-US/thedailybeast.com/69a7857574a450dec81a8cd7ffe88ba5,2020-03-23T17:48:21Z,"The day after President Donald Trump blasted off an all-caps tweet hinting that hed soon pivot away from social distancing to combat the coronavirus pandemic in order to jumpstart the economy, his chief economic adviser said the president is right and we may … [+2256 chars]"
288,"{'id': None, 'name': 'Yahoo.com'}",insider@insider.com (Eliza Relman),Trump's favorite Fox News hosts are pushing him to prioritize the economy over social distancing amid the coronavirus pandemic,"President Donald Trump echoed a Fox host's argument on Sunday night, tweeting, ""WE CANNOT LET THE CURE BE WORSE THAN THE PROBLEM ITSELF.""",https://news.yahoo.com/trumps-favorite-fox-news-hosts-164200221.html,https://s.yimg.com/ny/api/res/1.2/fSJFTy.h0yADklJDIinxXg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD05NTkuNjY2MzE5MDgyMzc3NQ--/https://s.yimg.com/uu/api/res/1.2/UNNWkd_hEWwE4dZ6q1RSYg--~B/aD03MTk7dz05NTk7c209MTthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/EN/business_insider_articles_888/41d46c9a7de97245237e5b12d93bdc70,2020-03-23T16:42:00Z,"Fox host Steve Hilton argued the economic shutdown is an overreaction to the coronavirus pandemic.
Screenshot/Fox News
<ul><li>Fox News host Steve Hilton argued on Sunday that the economic impacts of the social distancing measures being enforced across the … [+4861 chars]"
289,"{'id': None, 'name': 'Yahoo.com'}",ELAINE KURTENBACH,"Asian shares, US futures sink as virus crisis deepens",U.S. futures dropped more than 4% and Australia's share benchmark initially plunged 8.5% as work on more stimulus for the U.S. economy hit snags in the U.S. Senate. Shares dropped more than 4% in Hong Kong and 5% in South Korea. Top-level negotiations between…,https://news.yahoo.com/australia-share-benchmark-us-futures-015858939.html,https://s.yimg.com/ny/api/res/1.2/uQHpyuMWoBFJru9uczn3vg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD04NTMuMzMzMzMzMzMzMzMzNA--/https://s.yimg.com/uu/api/res/1.2/NumakZU7u3swchQA0GO3nQ--~B/aD0yMDAxO3c9MzAwMDtzbT0xO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/ap.org/15afb6d4ce972e76cc77321924b5f502,2020-03-23T01:58:58Z,"BANGKOK (AP) U.S. futures dropped more than 4% and Australia's share benchmark initially plunged 8.5% as work on more stimulus for the U.S. economy hit snags in the U.S. Senate.
Shares dropped more than 4% in Hong Kong and 5% in South Korea. The Shanghai Com… [+3943 chars]"
290,"{'id': None, 'name': 'Yahoo.com'}",Reuters,Venezuela prohibits company layoffs and suspends credit collections over coronavirus,"Venezuelan President Nicolas Maduro announced on Sunday a series of economic measures to address the financial fallout from the spread of the coronavirus in the country, including prohibiting layoffs while also suspending rent payments and credit payments. ""W…",https://news.yahoo.com/venezuela-prohibits-company-layoffs-suspends-010245799.html,https://s.yimg.com/ny/api/res/1.2/oo3uJgK1S8QV7roHy2IO9A--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD04NTIuOA--/https://s.yimg.com/uu/api/res/1.2/UgXpVA7tJ8009Ms0V49mnw--~B/aD01MzM7dz04MDA7c209MTthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en-US/reuters.com/210df5a52c1f7548f39fe5ca958a5482,2020-03-23T01:02:45Z,"CARACAS (Reuters) - Venezuelan President Nicolas Maduro announced on Sunday a series of economic measures to address the financial fallout from the spread of the coronavirus in the country, including prohibiting layoffs while also suspending rent payments and… [+2523 chars]"
291,"{'id': None, 'name': 'Yahoo.com'}",Kathryn Krawczyk,'Run them over:' Chinese Americans face growing hate in coronavirus outbreak,"As the new coronavirus continues to spread throughout the U.S., Chinese Americans — and Asian Americans as a whole — have reported rising verbal and physical attacks suggesting they're responsible for COVID-19's emergence. It's ""a sudden spasm of hate that is…",https://news.yahoo.com/run-them-over-chinese-americans-152231799.html,https://s.yimg.com/ny/api/res/1.2/QLsPI6UIBq.ZL9N85ZOhAw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD04NTMuMzMzMzMzMzMzMzMzNA--/https://s.yimg.com/uu/api/res/1.2/l2UxrXrYqzbEwDp4qCE42w--~B/aD01NjA7dz04NDA7c209MTthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/the_week_574/58f4150566c7d2da78270e7e94112bc6,2020-03-23T15:22:31Z,"As the new coronavirus continues to spread throughout the U.S., Chinese Americans and Asian Americans as a whole have reported rising verbal and physical attacks suggesting they're responsible for COVID-19's emergence. It's ""a sudden spasm of hate that is rem… [+1616 chars]"
292,"{'id': None, 'name': 'Yahoo.com'}",Reuters,Turkey threatens to seize factories unless they sell masks to government,"Turkish authorities will seize factories of mask-producing firms unless they agree to sell products to the government by Monday night, Interior Minister Suleyman Soylu was quoted as saying, as Ankara seeks to contain the local coronavirus outbreak. Authoritie…",https://news.yahoo.com/turkey-threatens-seize-factories-unless-090836489.html,https://s.yimg.com/ny/api/res/1.2/Io94_JfTwYTY7wK7NRQhFA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD04NDQuOA--/https://s.yimg.com/uu/api/res/1.2/6oeQWVY.TVTtYUtlVEr0jw--~B/aD01Mjg7dz04MDA7c209MTthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en-US/reuters.com/e5eecfef4ab02df4d5e56b2daedb121a,2020-03-23T09:08:36Z,"ANKARA (Reuters) - Turkish authorities will seize factories of mask-producing firms unless they agree to sell products to the government by Monday night, Interior Minister Suleyman Soylu was quoted as saying, as Ankara seeks to contain the local coronavirus o… [+1592 chars]"
293,"{'id': None, 'name': 'Yahoo.com'}",AFP,Virus kills 2 senior military officers in Egypt,"A second senior military officer in Egypt has died of the new coronavirus, state television reported Monday, as the officially declared death toll stood at 14 from 327 cases recorded nationwide. Major General Shafee Dawood, head of major infrastructure projec…",https://news.yahoo.com/virus-kills-2-senior-military-officers-egypt-115646826.html,https://s.yimg.com/ny/api/res/1.2/Y6ftXY8P7BY0oKUIcTU6TA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD04NTEuNjY2NjY2NjY2NjY2Ng--/https://s.yimg.com/uu/api/res/1.2/_WMSGJ9t3VgHKxbGkDCMmA--~B/aD01MTE7dz03Njg7c209MTthcHBpZD15dGFjaHlvbg--/http://media.zenfs.com/en_us/News/afp.com/34e78dd0a2989ad6735db92b7616b7c3dac00081.jpg,2020-03-23T11:56:46Z,"Cairo (AFP) - A second senior military officer in Egypt has died of the new coronavirus, state television reported Monday, as the officially declared death toll stood at 14 from 327 cases recorded nationwide.
Major General Shafee Dawood, head of major infras… [+1835 chars]"
294,"{'id': None, 'name': 'Yahoo.com'}","Andy Slavitt, Opinion columnist","Affordable Care Act at 10: Amid coronavirus, never more popular, threatened or necessary",Coronavirus has exposed the Republican plan to repeal the ACA without a replacement as an absurdity. Imagine 21 million people losing coverage now.,https://news.yahoo.com/affordable-care-act-10-amid-040110880.html,https://s.yimg.com/ny/api/res/1.2/8sXGJxmlekzhQj.t7tllyw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD04NTMuMzMzMzMzMzMzMzMzNA--/https://s.yimg.com/uu/api/res/1.2/MSeaDe9ugAF4KDRg2L4Ztw--~B/aD0zMDE5O3c9NDUyOTtzbT0xO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en-us/usa_today_opinion_532/3ef86dcfbc7f2131331b6ee1691fc1eb,2020-03-23T12:22:59Z,Its the 10th anniversary of the Affordable Care Act. Whats the right gift for a law that has overcome 10 years of extreme resistance and now offers some modest protection to people in the face of a pandemic that threatens to devastate our country and our econ… [+5688 chars]
295,"{'id': None, 'name': 'Yahoo.com'}",Dmitry ZAKS,Italy sees second successive drop in virus deaths,"Italy on Monday reported a second successive drop in daily deaths and infections from a coronavirus that has nevertheless claimed more than 6,000 lives in a month. Italy's National Health Institute (ISS) chief Silvio Brusaferro was more guarded. Saturday's re…",https://news.yahoo.com/italy-bans-travel-bid-slow-virus-deaths-115533527.html,https://s.yimg.com/ny/api/res/1.2/LFsv4fK0_8NFrNNncdhwwg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD04NTYuNjY2NjY2NjY2NjY2Ng--/https://s.yimg.com/uu/api/res/1.2/9kcxQ1jYCCSJ4Fz5vEBNQA--~B/aD01MTQ7dz03Njg7c209MTthcHBpZD15dGFjaHlvbg--/http://media.zenfs.com/en_us/News/afp.com/3692b9577cf2c6ccfca69373bdd1c85e04f9a766.jpg,2020-03-23T19:06:57Z,"Rome (AFP) - Italy on Monday reported a second successive drop in daily deaths and infections from a coronavirus that has nevertheless claimed more than 6,000 lives in a month.
The Mediterranean country has now seen its daily fatalities come down from a worl… [+3532 chars]"
296,"{'id': None, 'name': 'Yahoo.com'}",,"Surgeon general offers 'dire' coronavirus message: 'This week, it's going to get bad'","As the coronavirus crisis continues, the U.S. surgeon general is offering a ""dire"" message about the week ahead.Surgeon General Jerome Adams spoke to Today on Monday morning and warned that the number of COVID-19 coronavirus cases in the United States is goin…",https://news.yahoo.com/surgeon-general-offers-dire-coronavirus-131230717.html,,2020-03-23T13:12:30Z,
297,"{'id': None, 'name': 'Yahoo.com'}",Michael Tomasky,This is Bigger Than a War. Will Dems Step Up to Defend Us?,"If David Green, the Hobby Lobby CEO with a net worth of $6.4 billion, wants to pray his and his family’s way out of this crisis, that’s his business. But he has 32,000 employees. He’s making them work because, he assures them in his instantly notorious letter…",https://news.yahoo.com/businesses-us-bail-them-owe-083245068.html,https://s.yimg.com/ny/api/res/1.2/XyD64.hZ_peyK7y2pO8.AA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD03MTkuODYzMjQ3ODYzMjQ3OA--/https://s.yimg.com/uu/api/res/1.2/MmxqMCHOLs06okR_EL__eg--~B/aD02NTg7dz0xMTcwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en-US/thedailybeast.com/54831ec7a8fdec3659a485752a190d55,2020-03-23T08:32:45Z,"Photo Illustration by Lyne Lucien/The Daily Beast/Getty
If David Green, the Hobby Lobby CEO with a net worth of $6.4 billion, wants to pray his and his familys way out of this crisis, thats his business. But he has 32,000 employees. Hes making them work beca… [+6905 chars]"
298,"{'id': None, 'name': 'Marketwatch.com'}",Jeffry Bartash,Capitol Report: Trump team is weighing whether coronavirus-induced shutdown is doing ‘more harm than good’,How much damage can be inflicted on the U.S. economy to try to stop the coronavirus from killing more people? The Trump White House is increasingly asking the question — and the answer could have grave implications for the health and livelihood of all America…,https://www.marketwatch.com/story/trump-team-is-weighing-whether-coronavirus-induced-shutdown-is-doing-more-harm-than-good-2020-03-23,http://s.marketwatch.com/public/resources/MWimages/MW-IC863_kudlow_ZG_20200323164701.jpg,2020-03-23T20:35:35Z,"How much damage can be inflicted on the U.S. economy to try to mitigate the death toll from the coronavirus pandemic before it kills the economy? The Trump White House is increasingly raising that question.
The answer could have grave implications for the he… [+5477 chars]"
299,"{'id': None, 'name': 'Marketwatch.com'}","Efraim Benmelech, Carola Frydman, Dimitris Papanikolaou",Outside the Box: Chicago is turning empty hotel rooms into temporary coronavirus isolation spaces — other cities should do the same,It also gets hotel employees back to work.,https://www.marketwatch.com/story/chicago-is-turning-empty-hotel-rooms-into-temporary-coronavirus-isolation-spaces-other-cities-should-do-the-same-2020-03-23,http://s.marketwatch.com/public/resources/MWimages/MW-IC866_chicag_ZG_20200323171053.jpg,2020-03-23T20:20:30Z,"Amid mounting fears of the spread of the coronavirus and the COVID-19 disease it causes, local governments should look at quickly redeploying the buildings and people they already have. They just might be able to save money, livelihoods and lives in the proce… [+4116 chars]"
300,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Steve O'Hear,"Voi, the European e-scooter rentals startup, ‘pauses’ operations in several countries","Following similar moves by Lime, Bird, Tier and others, Voi Technology, the European e-scooter rentals and so-called micro-mobility startup, says it has “paused” operations in several countries due to the Coronvirus pandemic. This sees the company suspend ope…",http://techcrunch.com/2020/03/22/voi-the-european-e-scooter-rentals-startup-pauses-operations-in-several-countries/,https://techcrunch.com/wp-content/uploads/2019/03/VOI-6-scooter-Lisbon.jpg?w=600,2020-03-22T12:04:55Z,"Following similar moves by Lime, Bird, Tier and others, Voi Technology, the European e-scooter rentals and so-called micro-mobility startup, says it has “paused” operations in several countries due to the Coronvirus pandemic. This sees the company suspend ope… [+1961 chars]"
301,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Eric Peckham,"With kids and adults staying at home, are virtual worlds ready for primetime?","We’ve been diligently following the development of virtual worlds, also known as the “metaverse,” on TechCrunch. Hanging out within the virtual worlds of games has become more popular in recent years with the growth of platforms like Roblox and open-world gam…",http://techcrunch.com/2020/03/22/with-kids-and-adults-staying-at-home-are-virtual-worlds-ready-for-primetime/,https://techcrunch.com/wp-content/uploads/2015/11/shutterstock_106583426.jpg?w=533,2020-03-22T16:15:37Z,"Weve been diligently following the development of virtual worlds, also known as the “metaverse,” on TechCrunch.
Hanging out within the virtual worlds of games has become more popular in recent years with the growth of platforms like Roblox and open-world gam… [+8009 chars]"
302,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Coronavirus: Australian PM warns of lockdowns,Scott Morrison said people must take social distancing seriously after crowds flocked to Bondi Beach.,https://www.bbc.co.uk/news/world-australia-51992357,https://ichef.bbci.co.uk/news/1024/branded_news/92AC/production/_111384573_060752648-1.jpg,2020-03-22T02:12:35Z,"Image copyrightGetty ImagesImage caption
 Scott Morrison said the potential measures will be discussed on Sunday
Australian Prime Minister Scott Morrison warns the country could see lockdowns in a bid to curb coronavirus. 
The potential measures come after… [+2340 chars]"
303,"{'id': 'cnn', 'name': 'CNN'}","Sarah Westwood, CNN",Treasury secretary projects optimism on stimulus bill for coronavirus relief,"Treasury Secretary Steven Mnuchin said Sunday that lawmakers have a ""fundamental understanding"" that a deal has been reached to pass a massive stimulus bill to a staggering economy reeling from the coronavirus as soon as Monday.",https://www.cnn.com/2020/03/22/politics/coronavirus-stimulus-bill/index.html,https://cdn.cnn.com/cnnnext/dam/assets/200318150807-us-capitol-0318-super-tease.jpg,2020-03-22T14:02:53Z,
304,"{'id': 'cnn', 'name': 'CNN'}","Clare Duffy, CNN Business",AT&T CEO on virus: This is 'a time of war',"AT&T CEO Randall Stephenson says corporate America is going to need to ""step up"" to help employees, customers and the country survive coronavirus — both the health effects of the dangerous illness, and the economic consequences of the outbreak.",https://www.cnn.com/2020/03/22/tech/att-ceo-coronavirus-war/index.html,https://cdn.cnn.com/cnnnext/dam/assets/200322141339-01-randall-stephenson-file-super-tease.jpg,2020-03-22T18:43:25Z,"New York (CNN Business)AT&amp;T CEO Randall Stephenson says corporate America is going to need to ""step up"" to help employees, customers and the country survive coronavirus both the health effects of the dangerous illness, and the economic consequences of the… [+2004 chars]"
305,"{'id': None, 'name': 'Cnet.com'}",Ben Fox Rubin,Warehouse workers demand Amazon protect them during coronavirus pandemic - CNET,Calls for more paid time off grow following first confirmed COVID-19 in a US warehouse last week.,https://www.cnet.com/news/warehouse-workers-demand-amazon-protect-them-during-coronavirus-pandemic/,https://cnet3.cbsistatic.com/img/FZCaF5ViqbkmQFmaifL00JrhqGk=/1521x1168:5526x3587/756x567/2020/03/21/6c32bae6-db45-4034-826d-a86fe4e9fbda/gettyimages-1124819793.jpg,2020-03-22T12:00:05Z,"At an Amazon fulfillment center in Staten Island, New York, in early 2019.
Johannes Eisele/AFP via Getty Images
For the most up-to-date news and information about the coronavirus pandemic, visit the WHO website.
As he's done all year, William Stolz last we… [+9666 chars]"
306,"{'id': 'business-insider', 'name': 'Business Insider'}","jzeballos@businessinsider.com (Joseph Zeballos-Roig), Joseph Zeballos-Roig",A top Obama economist says there's 'a real danger' the looming coronavirus recession could be worse than the 2008 financial crisis,"Jonathan Ernst/Reuters Obama's former top economist is warning the economic crisis that results from the coronavirus could be worse than the 2008 financial disaster. ""There is a real danger that the economic crisis that comes out of this health crisis is wors…",https://www.businessinsider.com/coronavirus-recession-outlook-forecast-top-obama-economist-trump-stimulus-crash-2020-3,https://i.insider.com/5e750957c4854050981821f6?width=1200&format=jpeg,2020-03-22T15:07:00Z,"<ul><li>Obama's former top economist is warning the economic crisis that results from the coronavirus could be worse than the 2008 financial disaster.</li><li>""There is a real danger that the economic crisis that comes out of this health crisis is worse than … [+9753 chars]"
307,"{'id': 'business-insider', 'name': 'Business Insider'}","feedback@businessinsider.com (Daniel Alpert), Daniel Alpert",We are all Modern Monetarists now,"Justin Sullivan/Getty Images For decades, small government politicians and economists have preached the need to keep the national debt low and worries about causing inflation through government deficits. But now as the government faces down the coronavirus pa…",https://www.businessinsider.com/coronavirus-pandemic-politicians-economists-ceo-government-mmt-modern-monetary-theory-2020-3,https://i.insider.com/5de550e7fd9db24b21528453?width=1200&format=jpeg,2020-03-22T15:29:43Z,"Business Insider
As the economic and market meltdowns gathered steam on March 11th, I tweeted out the following:
""If I had a [dollar] for each time I have heard MMT used positively over the past month, I could monetize the debt of an average US household! T… [+6647 chars]"
308,"{'id': None, 'name': 'Npr.org'}",Isabella Gomez Sarmiento,"As Restaurants Across The Country Close Their Doors, Deliveries Pick Up",The service industry is taking a serious hit due to social distancing. But delivery drivers for Uber Eats say their business is on the rise.,https://www.npr.org/2020/03/22/819011691/as-restaurants-across-the-country-close-their-doors-deliveries-pick-up,https://media.npr.org/assets/img/2020/03/20/takeoutonly_wide-4949a375e7ad2f37b417f56fc8a0808b10ef182d.jpg?s=1400,2020-03-22T11:01:16Z,"Restaurants like Patria Cocina closed down their indoor and outdoor seating, but delivery drivers from Uber Eats say they're busier than usual.
Isabella Gomez Sarmiento/NPR
On a typical sunny spring afternoon, the outdoor seating of Atlanta's Krog Street Ma… [+3782 chars]"
309,"{'id': 'business-insider', 'name': 'Business Insider'}",Joseph Zeballos-Roig,A top Obama economist says there's 'a real danger' the looming coronavirus recession could be worse than the 2008 financial crisis,"Obama's former top economist is warning the economic crisis that results from the coronavirus could be worse than the 2008 financial disaster. ""There is a real danger that the economic crisis that comes out of this health crisis is worse than what we experien…",https://markets.businessinsider.com/news/stocks/coronavirus-recession-outlook-forecast-top-obama-economist-trump-stimulus-crash-2020-3-1029020540,https://images.markets.businessinsider.com/image/5e750957c4854050981821f6-2400/2014-03-18t000000z1706971060gm1ea3j0d2h01rtrmadp3usa.jpg,2020-03-22T15:07:00Z,"Jonathan Ernst/Reuters
<ul><li>Obama's former top economist is warning the economic crisis that results from the coronavirus could be worse than the 2008 financial disaster.</li><li>""There is a real danger that the economic crisis that comes out of this heal… [+9767 chars]"
310,"{'id': 'business-insider', 'name': 'Business Insider'}",Ellen Cranley,German Chancellor Angela Merkel is in self-quarantine after a doctor who vaccinated her tested positive for coronavirus,German Chancellor Angela Merkel self-quarantined two days after she was in contact with a doctor who later tested positive for the novel coronavirus. Merkel's spokesman announced that she would continue her work while in quarantine. The news comes after the c…,https://www.businessinsider.com/angela-merkel-coronavirus-quarantine-after-doctor-tested-positive-2020-3,https://i.insider.com/5e77a5f72d654f3d44067682?width=1200&format=jpeg,2020-03-22T18:18:00Z,"German Chancellor Angela Merkel has entered into quarantine after she came into contact with a doctor who later tested positive for the novel coronavirus. 
Merkel's spokesman Steffen Seibert announced that Merkel made the decision to self-quarantine two days… [+1340 chars]"
311,"{'id': 'business-insider', 'name': 'Business Insider'}",Marley Jay,"GOLDMAN SACHS: Buy these 15 cheap, cash-rich stocks in order to dominate the market, even as we barrel towards recession","Goldman Sachs says companies with strong balance sheets are not only safe investments today, but also unexpectedly cheap. Companies with weaker balance sheets outperformed throughout the just-ended bull market thanks to low interest rates, but that's changing…",https://www.businessinsider.com/15-stock-picks-to-buy-recession-strong-balance-sheet-gs-2020-3,https://i.insider.com/5e750135c485403476535bb7?width=1200&format=jpeg,2020-03-22T13:10:00Z,"The bull market of the 2010s was a great time to invest in companies with weaker balance sheets. And referring to the unprecedented run in the past tense will take some getting used to.
For much of the 11-year streak, those companies outperformed ""safer"" com… [+1877 chars]"
312,"{'id': None, 'name': 'Globalnews.ca'}",Jonnelle Marte and Barbara Goldberg,Nearly 1 in 3 Americans told to stay home to help curb coronavirus spread - Global News,"Nearly 1 in 3 Americans told to stay home to help curb coronavirus spread Global News Coronavirus: NYC mayor says April, May will be a lot worse than March - Business Insider Business Insider Coronavirus outbreak: New York calls for more resources as new case…",http://globalnews.ca/news/6716028/americans-stay-home-coronavirus/,https://shawglobalnews.files.wordpress.com/2020/03/2020-03-16t171617z_825502289_rc25lf90lh3j_rtrmadp_3_health-coronavirus-usa.jpg?quality=70&strip=all&w=720&h=379&crop=1,2020-03-22T22:22:28Z,"Nearly one in three Americans was ordered to stay home on Sunday to slow the spread of the coronavirus pandemic as Ohio, Louisiana and Delaware became the latest states to enact broad restrictions.
The three states join New York, California, Illinois, Connec… [+6096 chars]"
